country_name,year,v2x_polyarchy,v2x_libdem,v2x_media_movil_2a,v2x_cambio_reciente
Uruguay,2024,0.846,0.768,0.7515000000000001,0.01200000000000001
Uruguay,2025,0.862,0.79,0.762,0.02200000000000002
Venezuela,2002,0.495,0.255,0.299,-0.032999999999999974
Venezuela,2003,0.487,0.243,0.27149999999999996,-0.01200000000000001
Venezuela,2004,0.475,0.216,0.249,-0.026999999999999996
Venezuela,2005,0.474,0.182,0.22949999999999998,-0.034
Venezuela,2006,0.45,0.168,0.199,-0.013999999999999985
Venezuela,2007,0.434,0.162,0.175,-0.006000000000000005
Venezuela,2008,0.432,0.159,0.165,-0.0030000000000000027
Venezuela,2009,0.431,0.16,0.1605,0.0010000000000000009
Venezuela,2010,0.419,0.154,0.1595,-0.006000000000000005
Venezuela,2011,0.415,0.152,0.157,-0.0020000000000000018
Venezuela,2012,0.399,0.145,0.153,-0.007000000000000006
Venezuela,2013,0.327,0.109,0.1485,-0.03599999999999999
Venezuela,2014,0.312,0.102,0.127,-0.007000000000000006
Venezuela,2015,0.3,0.103,0.1055,0.0010000000000000009
Venezuela,2016,0.293,0.118,0.1025,0.015
Venezuela,2017,0.233,0.082,0.11049999999999999,-0.03599999999999999
Venezuela,2018,0.213,0.061,0.1,-0.021000000000000005
Venezuela,2019,0.209,0.06,0.07150000000000001,-0.0010000000000000009
Venezuela,2020,0.206,0.056,0.0605,-0.003999999999999997
Venezuela,2021,0.215,0.056,0.057999999999999996,0.0
Venezuela,2022,0.209,0.054,0.056,-0.0020000000000000018
Venezuela,2023,0.206,0.053,0.055,-0.0010000000000000009
Venezuela,2024,0.196,0.046,0.0535,-0.006999999999999999
Venezuela,2025,0.181,0.042,0.0495,-0.003999999999999997
